Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-06-30,Nonmarketable,United States Savings Securities,149819.12755753,0,149819.12755753,11,2020,3,2020,2,06,30
2020-06-30,Nonmarketable,Government Account Series,283019.537160078,5925441.17760317,6208460.71476325,12,2020,3,2020,2,06,30
2020-06-30,Nonmarketable,Other,2382.77572674,0,2382.77572674,13,2020,3,2020,2,06,30
2020-06-30,Marketable,Bills,5078832.6926,793.381,5079626.0736,1,2020,3,2020,2,06,30
2020-06-30,Marketable,Notes,10306753.0041,7711.97,10314464.9741,2,2020,3,2020,2,06,30
2020-06-30,Marketable,Bonds,2528443.71785,4916.9258,2533360.64365,3,2020,3,2020,2,06,30
2020-05-31,Nonmarketable,Other,2432.06079366,0,2432.06079366,13,2020,3,2020,2,05,31
2020-05-31,Total Marketable,_,19208457.2383436,23582.20114813,19232039.4394917,7,2020,3,2020,2,05,31
2020-05-31,Nonmarketable,Domestic Series,80723.80867578,0,80723.80867578,8,2020,3,2020,2,05,31
2020-05-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,3,2020,2,05,31
2020-05-31,Nonmarketable,State and Local Government Series,88607.98779914,0,88607.98779914,10,2020,3,2020,2,05,31
2020-05-31,Nonmarketable,United States Savings Securities,150082.8784531,0,150082.8784531,11,2020,3,2020,2,05,31
2020-05-31,Nonmarketable,Government Account Series,282213.65141158,5909896.19857932,6192109.8499909,12,2020,3,2020,2,05,31
2020-05-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,3,2020,2,05,31
2020-05-31,Total Nonmarketable,_,604323.72913326,5909896.19857932,6514220.92771257,14,2020,3,2020,2,05,31
2020-05-31,Marketable,Bills,4629046.2,872.441,4629918.641,1,2020,3,2020,2,05,31
2020-05-31,Marketable,Notes,10168689.3969,8023.7888,10176713.1857,2,2020,3,2020,2,05,31
2020-05-31,Marketable,Bonds,2467632.19045,5033.4901,2472665.68055,3,2020,3,2020,2,05,31
2020-05-31,Marketable,Treasury Inflation-Protected Securities,1501322.41019359,843.28324813,1502165.69344172,4,2020,3,2020,2,05,31
2020-05-31,Marketable,Floating Rate Notes,441767.0408,0,441767.0408,5,2020,3,2020,2,05,31
2020-05-31,Total Public Debt Outstanding,_,19812781.9674768,5933479.39972745,25746260.3672043,15,2020,3,2020,2,05,31
2020-04-30,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,3,2020,2,04,30
2020-04-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,3,2020,2,04,30
2020-04-30,Total Public Debt Outstanding,_,19053618.9149022,5920552.95345191,24974171.8683541,15,2020,3,2020,2,04,30
2020-04-30,Total Marketable,_,18512019.8683681,23584.17239951,18535604.0407677,7,2020,3,2020,2,04,30
2020-04-30,Nonmarketable,State and Local Government Series,87257.44884125,0,87257.44884125,10,2020,3,2020,2,04,30
2020-04-30,Nonmarketable,United States Savings Securities,150101.06094016,0,150101.06094016,11,2020,3,2020,2,04,30
2020-04-30,Nonmarketable,Government Account Series,276049.32976516,5896968.7810524,6173018.11081756,12,2020,3,2020,2,04,30
2020-04-30,Nonmarketable,Other,2453.75298748,0,2453.75298748,13,2020,3,2020,2,04,30
2020-04-30,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,3,2020,2,04,30
2020-04-30,Marketable,Bills,4000897.415,875.791,4001773.206,1,2020,3,2020,2,04,30
2020-04-30,Marketable,Notes,10155648.0148,8078.6808,10163726.6956,2,2020,3,2020,2,04,30
2020-04-30,Marketable,Bonds,2441632.25135,4980.8687,2446613.12005,3,2020,3,2020,2,04,30
2020-04-30,Marketable,Treasury Inflation-Protected Securities,1492074.90461815,839.63389951,1492914.53851766,4,2020,3,2020,2,04,30
2020-04-30,Marketable,Floating Rate Notes,421767.2826,0,421767.2826,5,2020,3,2020,2,04,30
2020-04-30,Total Nonmarketable,_,541599.04653405,5896968.7810524,6438567.82758645,14,2020,3,2020,2,04,30
2020-03-31,Marketable,Bonds,2424352.70715,5204.4822,2429557.18935,3,2020,2,2020,1,03,31
2020-03-31,Marketable,Treasury Inflation-Protected Securities,1524472.27503282,1004.76761331,1525477.04264613,4,2020,2,2020,1,03,31
2020-03-31,Marketable,Floating Rate Notes,449005.9234,20.615,449026.5384,5,2020,2,2020,1,03,31
2020-03-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,2,2020,1,03,31
2020-03-31,Total Marketable,_,17139136.9565828,23669.79611331,17162806.7526961,7,2020,2,2020,1,03,31
2020-03-31,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,2,2020,1,03,31
2020-03-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,2,2020,1,03,31
2020-03-31,Nonmarketable,State and Local Government Series,84402.01358874,0,84402.01358874,10,2020,2,2020,1,03,31
2020-03-31,Nonmarketable,United States Savings Securities,150008.48966794,0,150008.48966794,11,2020,2,2020,1,03,31
2020-03-31,Nonmarketable,Government Account Series,273375.268884479,5988430.37178201,6261803.64066649,12,2020,2,2020,1,03,31
2020-03-31,Total Nonmarketable,_,535633.875870349,5988430.37178201,6524064.24765236,14,2020,2,2020,1,03,31
2020-03-31,Total Public Debt Outstanding,_,17674770.8324532,6012100.16789532,23686871.0003485,15,2020,2,2020,1,03,31
2020-03-31,Marketable,Bills,2657089.1577,350.191,2657439.3487,1,2020,2,2020,1,03,31
2020-03-31,Marketable,Notes,10084216.8933,8280.5423,10092497.4356,2,2020,2,2020,1,03,31
2020-03-31,Nonmarketable,Other,2111.64972919,0,2111.64972919,13,2020,2,2020,1,03,31
2020-02-29,Marketable,Treasury Inflation-Protected Securities,1505312.34806714,977.06228016,1506289.4103473,4,2020,2,2020,1,02,29
2020-02-29,Marketable,Floating Rate Notes,431019.9553,6.5,431026.4553,5,2020,2,2020,1,02,29
2020-02-29,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,2,2020,1,02,29
2020-02-29,Total Marketable,_,16894346.7658171,24178.47508016,16918525.2408973,7,2020,2,2020,1,02,29
2020-02-29,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,2,2020,1,02,29
2020-02-29,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,2,2020,1,02,29
2020-02-29,Nonmarketable,State and Local Government Series,76748.29516106,0,76748.29516106,10,2020,2,2020,1,02,29
2020-02-29,Nonmarketable,United States Savings Securities,150368.97480968,0,150368.97480968,11,2020,2,2020,1,02,29
2020-02-29,Nonmarketable,Government Account Series,263844.678011079,5972731.40782117,6236576.08583225,12,2020,2,2020,1,02,29
2020-02-29,Nonmarketable,Other,2002.99961033,0,2002.99961033,13,2020,2,2020,1,02,29
2020-02-29,Total Nonmarketable,_,518703.401592149,5972731.40782117,6491433.80941332,14,2020,2,2020,1,02,29
2020-02-29,Total Public Debt Outstanding,_,17413050.1674093,5996908.88290133,23409959.0503106,15,2020,2,2020,1,02,29
2020-02-29,Marketable,Bills,2564220.0222,363.078,2564583.1002,1,2020,2,2020,1,02,29
2020-02-29,Marketable,Notes,9985777.397,8497.6318,9994275.0288,2,2020,2,2020,1,02,29
2020-02-29,Marketable,Bonds,2408017.04325,5525.005,2413542.04825,3,2020,2,2020,1,02,29
2020-01-31,Nonmarketable,Government Account Series,264486.95933349,5987094.17656053,6251581.13589402,12,2020,2,2020,1,01,31
2020-01-31,Nonmarketable,United States Savings Securities,150728.61576339,0,150728.61576339,11,2020,2,2020,1,01,31
2020-01-31,Total Nonmarketable,_,516716.63304529,5987094.17656053,6503810.80960582,14,2020,2,2020,1,01,31
2020-01-31,Total Public Debt Outstanding,_,17212634.7948203,6011178.11082711,23223812.9056474,15,2020,2,2020,1,01,31
2020-01-31,Marketable,Bills,2403862.0379,428.728,2404290.7659,1,2020,2,2020,1,01,31
2020-01-31,Marketable,Notes,9990403.1329,8332.8188,9998735.9517,2,2020,2,2020,1,01,31
2020-01-31,Marketable,Bonds,2390076.11015,5492.7337,2395568.84385,3,2020,2,2020,1,01,31
2020-01-31,Marketable,Treasury Inflation-Protected Securities,1498585.45572504,985.39576658,1499570.85149162,4,2020,2,2020,1,01,31
2020-01-31,Marketable,Floating Rate Notes,412991.4251,35.06,413026.4851,5,2020,2,2020,1,01,31
2020-01-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,2,2020,1,01,31
2020-01-31,Total Marketable,_,16695918.161775,24083.93426658,16720002.0960416,7,2020,2,2020,1,01,31
2020-01-31,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,2,2020,1,01,31
2020-01-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,2,2020,1,01,31
2020-01-31,Nonmarketable,State and Local Government Series,73719.95638135,0,73719.95638135,10,2020,2,2020,1,01,31
2020-01-31,Nonmarketable,Other,2043.64756706,0,2043.64756706,13,2020,2,2020,1,01,31
2019-12-31,Nonmarketable,State and Local Government Series,77751.69297436,0,77751.69297436,10,2020,1,2019,4,12,31
2019-12-31,Nonmarketable,United States Savings Securities,151346.83263566,0,151346.83263566,11,2020,1,2019,4,12,31
2019-12-31,Nonmarketable,Government Account Series,255667.902215001,6006695.03726437,6262362.93947937,12,2020,1,2019,4,12,31
2019-12-31,Nonmarketable,Other,2045.10144223,0,2045.10144223,13,2020,1,2019,4,12,31
2019-12-31,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,1,2019,4,12,31
2019-12-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,1,2019,4,12,31
2019-12-31,Total Nonmarketable,_,512548.983267251,6006695.03726437,6519244.02053162,14,2020,1,2019,4,12,31
2019-12-31,Total Public Debt Outstanding,_,17170441.5200595,6030937.64717518,23201380.1672346,15,2020,1,2019,4,12,31
2019-12-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,1,2019,4,12,31
2019-12-31,Marketable,Bills,2416416.754,447.469,2416864.223,1,2020,1,2019,4,12,31
2019-12-31,Marketable,Notes,9920786.3263,8444.271,9929230.59729999,2,2020,1,2019,4,12,31
2019-12-31,Marketable,Bonds,2373512.97245,5544.2624,2379057.23485,3,2020,1,2019,4,12,31
2019-12-31,Marketable,Treasury Inflation-Protected Securities,1506394.49944222,970.33451081,1507364.83395303,4,2020,1,2019,4,12,31
2019-12-31,Marketable,Floating Rate Notes,440782.9846,27.075,440810.0596,5,2020,1,2019,4,12,31
2019-12-31,Total Marketable,_,16657893.5367922,24242.60991081,16682136.146703,7,2020,1,2019,4,12,31
2019-11-30,Total Nonmarketable,_,502243.334898278,5946209.79456171,6448454.12945998,14,2020,1,2019,4,11,30
2019-11-30,Total Public Debt Outstanding,_,17105420.786741,5970777.6147715,23076199.4015125,15,2020,1,2019,4,11,30
2019-11-30,Marketable,Bills,2514687.4876,440.5912,2515128.0788,1,2020,1,2019,4,11,30
2019-11-30,Marketable,Notes,9821958.4423,8470.366,9830428.8083,2,2020,1,2019,4,11,30
2019-11-30,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,1,2019,4,11,30
2019-11-30,Marketable,Floating Rate Notes,422755.566,29.42,422784.986,5,2020,1,2019,4,11,30
2019-11-30,Marketable,Bonds,2357221.29215,5837.1336,2363058.42575,3,2020,1,2019,4,11,30
2019-11-30,Marketable,Treasury Inflation-Protected Securities,1486554.6637927,981.11140979,1487535.77520249,4,2020,1,2019,4,11,30
2019-11-30,Total Marketable,_,16603177.4518427,24567.82020979,16627745.2720525,7,2020,1,2019,4,11,30
2019-11-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,1,2019,4,11,30
2019-11-30,Nonmarketable,State and Local Government Series,68865.03253532,0,68865.03253532,10,2020,1,2019,4,11,30
2019-11-30,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,1,2019,4,11,30
2019-11-30,Nonmarketable,United States Savings Securities,151842.34733915,0,151842.34733915,11,2020,1,2019,4,11,30
2019-11-30,Nonmarketable,Other,1998.57900217,0,1998.57900217,13,2020,1,2019,4,11,30
2019-11-30,Nonmarketable,Government Account Series,253799.922021638,5946209.79456171,6200009.71658334,12,2020,1,2019,4,11,30
2019-10-31,Marketable,Bills,2455312.4854,762.891,2456075.3764,1,2020,1,2019,4,10,31
2019-10-31,Marketable,Notes,9826407.4595,8537.8289,9834945.2884,2,2020,1,2019,4,10,31
2019-10-31,Marketable,Bonds,2329495.88105,5568.906,2335064.78705,3,2020,1,2019,4,10,31
2019-10-31,Marketable,Treasury Inflation-Protected Securities,1473488.72691292,955.498608943,1474444.22552186,4,2020,1,2019,4,10,31
2019-10-31,Marketable,Floating Rate Notes,404755.4055,29.42,404784.8255,5,2020,1,2019,4,10,31
2019-10-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,1,2019,4,10,31
2019-10-31,Total Marketable,_,16489459.9583629,24663.742508943,16514123.7008719,7,2020,1,2019,4,10,31
2019-10-31,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,1,2019,4,10,31
2019-10-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,1,2019,4,10,31
2019-10-31,Nonmarketable,State and Local Government Series,62591.31002533,0,62591.31002533,10,2020,1,2019,4,10,31
2019-10-31,Nonmarketable,United States Savings Securities,152087.82935667,0,152087.82935667,11,2020,1,2019,4,10,31
2019-10-31,Nonmarketable,Government Account Series,249394.016014222,6002434.90661856,6251828.92263278,12,2020,1,2019,4,10,31
2019-10-31,Nonmarketable,Other,2040.03747031,0,2040.03747031,13,2020,1,2019,4,10,31
2019-10-31,Total Nonmarketable,_,491850.646866532,6002434.90661856,6494285.55348509,14,2020,1,2019,4,10,31
2019-10-31,Total Public Debt Outstanding,_,16981310.6052294,6027098.6491275,23008410.254357,15,2020,1,2019,4,10,31
2019-09-30,Marketable,Notes,9755985.29589999,6798.4679,9762783.76379999,2,2019,4,2019,3,09,30
2019-09-30,Marketable,Bills,2376369.6168,588.311,2376957.9278,1,2019,4,2019,3,09,30
2019-09-30,Marketable,Bonds,2311516.72155,7548.2667,2319064.98825,3,2019,4,2019,3,09,30
2019-09-30,Marketable,Treasury Inflation-Protected Securities,1454698.22671708,959.089950015,1455657.31666709,4,2019,4,2019,3,09,30
2019-09-30,Marketable,Floating Rate Notes,424067.1165,0,424067.1165,5,2019,4,2019,3,09,30
2019-09-30,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,4,2019,3,09,30
2019-09-30,Total Marketable,_,16322636.9774671,24703.333550015,16347340.3110171,7,2019,4,2019,3,09,30
2019-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,4,2019,3,09,30
2019-09-30,Total Public Debt Outstanding,_,16809092.3347931,5910309.00036225,22719402.3351553,15,2019,4,2019,3,09,30
2019-09-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,4,2019,3,09,30
2019-09-30,Nonmarketable,State and Local Government Series,53808.64041586,0,53808.64041586,10,2019,4,2019,3,09,30
2019-09-30,Nonmarketable,Other,1980.60710993,0,1980.60710993,13,2019,4,2019,3,09,30
2019-09-30,Nonmarketable,United States Savings Securities,152354.85789996,0,152354.85789996,11,2019,4,2019,3,09,30
2019-09-30,Nonmarketable,Government Account Series,248051.72990025,5885605.66681224,6133658.39671249,12,2019,4,2019,3,09,30
2019-09-30,Total Nonmarketable,_,486455.357326,5885605.66681224,6372061.02413824,14,2019,4,2019,3,09,30
2019-08-31,Nonmarketable,Other,1859.08908408,0,1859.08908408,13,2019,4,2019,3,08,31
2019-08-31,Total Nonmarketable,_,474506.91589545,5839652.83970911,6314159.75560456,14,2019,4,2019,3,08,31
2019-08-31,Total Public Debt Outstanding,_,16596815.6377604,5863651.03569163,22460466.673452,15,2019,4,2019,3,08,31
2019-08-31,Marketable,Bills,2331300.2912,614.84,2331915.1312,1,2019,4,2019,3,08,31
2019-08-31,Marketable,Notes,9650801.0987,5621.0669,9656422.1656,2,2019,4,2019,3,08,31
2019-08-31,Marketable,Bonds,2294495.71895,8571.4831,2303067.20205,3,2019,4,2019,3,08,31
2019-08-31,Marketable,Treasury Inflation-Protected Securities,1439649.79911496,376.20298252,1440026.00209748,4,2019,4,2019,3,08,31
2019-08-31,Marketable,Floating Rate Notes,406061.8139,5.405,406067.2189,5,2019,4,2019,3,08,31
2019-08-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,4,2019,3,08,31
2019-08-31,Total Marketable,_,16122308.721865,23998.19598252,16146306.9178475,7,2019,4,2019,3,08,31
2019-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,4,2019,3,08,31
2019-08-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,4,2019,3,08,31
2019-08-31,Nonmarketable,State and Local Government Series,44785.83224617,0,44785.83224617,10,2019,4,2019,3,08,31
2019-08-31,Nonmarketable,United States Savings Securities,152642.01849711,0,152642.01849711,11,2019,4,2019,3,08,31
2019-08-31,Nonmarketable,Government Account Series,244960.45406809,5839652.83970911,6084613.2937772,12,2019,4,2019,3,08,31
2019-07-31,Marketable,Treasury Inflation-Protected Securities,1432180.76044907,355.49996081,1432536.26040988,4,2019,4,2019,3,07,31
2019-07-31,Marketable,Floating Rate Notes,388058.3278,8.99,388067.3178,5,2019,4,2019,3,07,31
2019-07-31,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,4,2019,3,07,31
2019-07-31,Marketable,Notes,9636336.56649999,5884.5709,9642221.13739999,2,2019,4,2019,3,07,31
2019-07-31,Total Marketable,_,15944073.4240991,24066.97376081,15968140.3978599,7,2019,4,2019,3,07,31
2019-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,4,2019,3,07,31
2019-07-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,4,2019,3,07,31
2019-07-31,Nonmarketable,State and Local Government Series,43643.07830382,0,43643.07830382,10,2019,4,2019,3,07,31
2019-07-31,Nonmarketable,United States Savings Securities,153029.39560278,0,153029.39560278,11,2019,4,2019,3,07,31
2019-07-31,Nonmarketable,Government Account Series,38352.3591899998,5787117.34253594,5825468.70172594,12,2019,4,2019,3,07,31
2019-07-31,Nonmarketable,Other,1827.23820771,0,1827.23820771,13,2019,4,2019,3,07,31
2019-07-31,Total Nonmarketable,_,267111.59330431,5787117.34253594,6054227.93584025,14,2019,4,2019,3,07,31
2019-07-31,Total Public Debt Outstanding,_,16211185.0174034,5811184.31629675,22022369.3337001,15,2019,4,2019,3,07,31
2019-07-31,Marketable,Bills,2205306.561,590.285,2205896.846,1,2019,4,2019,3,07,31
2019-07-31,Marketable,Bonds,2282191.20835,8418.4299,2290609.63825,3,2019,4,2019,3,07,31
2019-06-30,Total Nonmarketable,_,282088.6863617,5810294.51500021,6092383.20136191,14,2019,3,2019,2,06,30
2019-06-30,Total Public Debt Outstanding,_,16188422.0742102,5834860.57064074,22023282.644851,15,2019,3,2019,2,06,30
2019-06-30,Nonmarketable,United States Savings Securities,153407.33363306,0,153407.33363306,11,2019,3,2019,2,06,30
2019-06-30,Nonmarketable,Government Account Series,48750.9757861505,5810294.51500021,5859045.49078637,12,2019,3,2019,2,06,30
2019-06-30,Nonmarketable,Other,1805.70755344,0,1805.70755344,13,2019,3,2019,2,06,30
2019-06-30,Marketable,Bills,2250353.8581,580.005,2250933.8631,1,2019,3,2019,2,06,30
2019-06-30,Marketable,Notes,9548046.6839,6369.9619,9554416.6458,2,2019,3,2019,2,06,30
2019-06-30,Marketable,Bonds,2266020.17915,8453.4637,2274473.64285,3,2019,3,2019,2,06,30
2019-06-30,Marketable,Treasury Inflation-Protected Securities,1432114.65629851,347.95204053,1432462.60833904,4,2019,3,2019,2,06,30
2019-06-30,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,3,2019,2,06,30
2019-06-30,Marketable,Floating Rate Notes,409798.0104,5.475,409803.4854,5,2019,3,2019,2,06,30
2019-06-30,Total Marketable,_,15906333.3878485,24566.05564053,15930899.443489,7,2019,3,2019,2,06,30
2019-06-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,3,2019,2,06,30
2019-06-30,Nonmarketable,State and Local Government Series,47865.14738905,0,47865.14738905,10,2019,3,2019,2,06,30
2019-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,3,2019,2,06,30
2019-05-31,Marketable,Bills,2353292.0709,654.165,2353946.2359,1,2019,3,2019,2,05,31
2019-05-31,Marketable,Floating Rate Notes,391796.6945,6.77,391803.4645,5,2019,3,2019,2,05,31
2019-05-31,Marketable,Notes,9511363.20129999,5028.9109,9516392.11219999,2,2019,3,2019,2,05,31
2019-05-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,3,2019,2,05,31
2019-05-31,Nonmarketable,State and Local Government Series,52845.17150121,0,52845.17150121,10,2019,3,2019,2,05,31
2019-05-31,Nonmarketable,United States Savings Securities,153752.21977904,0,153752.21977904,11,2019,3,2019,2,05,31
2019-05-31,Nonmarketable,Government Account Series,49278.8318021498,5797280.83520615,5846559.6670083,12,2019,3,2019,2,05,31
