Source,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.37,0.37,0.42,0.42,0.09,0.09,0.25,0.25,0.07,0.07,0.05,0.05,0.1,0.1,222888939418.0,222888939418.0,25654067550.0,25654067550.0,56886577451.0,56886577451.0,27099328731.0,27099328731.0,140657622425.0,140657622425.0,714396730057.0,714396730057.0,409182006846.0,409182006846.0,798382636239.0,798382636239.0
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.36,0.36,0.44,0.44,0.09,0.09,0.28,0.28,0.08,0.08,0.05,0.05,0.11,0.11,223703584583.0,223703584583.0,27282199300.0,27282199300.0,67199916270.0,67412941270.0,22044243750.0,21831218750.0,146158811561.0,146158811561.0,699176504884.0,699176504884.0,391276069460.0,391276069460.0,788420664904.0,788420664904.0
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.37,0.37,0.42,0.42,0.09,0.09,0.27,0.27,0.08,0.08,0.05,0.05,0.11,0.11,235054770339.0,235054770339.0,28194712225.0,28194712225.0,62580794020.0,62669794020.0,35515100000.0,35426100000.0,140147491150.0,140147491150.0,704838487678.0,704838487678.0,399537407984.0,399537407984.0,802934381698.0,802934381698.0
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.36,0.36,0.41,0.41,0.09,0.09,0.26,0.26,0.1,0.1,0.07,0.07,0.12,0.12,239846160797.0,239846160797.0,28124621600.0,28124621600.0,61973344050.0,61973344050.0,34247340246.0,34247340246.0,136835300804.0,136835300804.0,691610133954.0,691610133954.0,383024735049.0,383024735049.0,787830818250.0,787830818250.0
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.35,0.35,0.41,0.41,0.1,0.1,0.26,0.26,0.11,0.11,0.08,0.08,0.13,0.13,227592272328.0,227592272328.0,24885973750.0,24885973750.0,56184575235.0,56184575235.0,26679491000.0,26679491000.0,139750663316.0,139750663316.0,712060594657.0,712060594657.0,402695751498.0,402695751498.0,794924660892.0,794924660892.0
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.35,0.35,0.41,0.41,0.09,0.09,0.28,0.28,0.11,0.11,0.08,0.08,0.13,0.13,233057424607.0,233057424607.0,25661725600.0,25661725600.0,56761918485.0,56851693485.0,27314162000.0,27224387000.0,137676596660.0,137676596660.0,709655978738.0,709655978738.0,397336312356.0,397336312356.0,793732059223.0,793732059223.0
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.35,0.35,0.42,0.42,0.09,0.08,0.28,0.28,0.09,0.09,0.07,0.07,0.12,0.12,235253527184.0,235253527184.0,25852853725.0,25852853725.0,57378343610.0,57492343610.0,23195975000.0,23081975000.0,135626278112.0,135626278112.0,725746301335.0,725746301335.0,409587960924.0,409587960924.0,806320619945.0,806320619945.0
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.35,0.35,0.41,0.41,0.09,0.09,0.26,0.26,0.09,0.09,0.06,0.06,0.12,0.12,239727098353.0,239727098353.0,26271698650.0,26271698650.0,60270575985.0,60340575985.0,35853000000.0,35783000000.0,142645777352.0,142645777352.0,704788803388.0,704788803388.0,392267805018.0,392267805018.0,800912379373.0,800912379373.0
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.36,0.36,0.41,0.41,0.08,0.08,0.27,0.27,0.09,0.09,0.06,0.06,0.11,0.11,247137772084.0,247137772084.0,24892005575.0,24892005575.0,55957076103.0,55957076103.0,30253789374.0,30253789374.0,135956576077.0,135956576077.0,716147159442.0,716147159442.0,394371671183.0,394371671183.0,802358024919.0,802358024919.0
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.34,0.34,0.4,0.4,0.08,0.08,0.26,0.26,0.09,0.09,0.06,0.06,0.11,0.11,233435297810.0,233435297810.0,24331568550.0,24331568550.0,57118868466.0,57118868466.0,31730994000.0,31730994000.0,139080373848.0,139080373848.0,708561592438.0,708561592438.0,400564214696.0,400564214696.0,797411454904.0,797411454904.0
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.37,0.37,0.43,0.42,0.08,0.08,0.29,0.29,0.1,0.1,0.07,0.07,0.13,0.13,240481103165.0,240481103165.0,26787536650.0,26787536650.0,68509575966.0,71239825966.0,24904258167.0,22174008167.0,147087100536.0,147087100536.0,685332817336.0,685332817336.0,364390911118.0,364390911118.0,778746651469.0,778746651469.0
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.34,0.34,0.39,0.39,0.11,0.11,0.27,0.27,0.1,0.1,0.07,0.07,0.12,0.12,232734601915.0,232734601915.0,24592306275.0,24592306275.0,58657986506.0,58657986506.0,15896969357.0,15896969357.0,140312214702.0,140312214702.0,690949829337.0,690949829337.0,367865662308.0,367865662308.0,765504785200.0,765504785200.0
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.35,0.35,0.41,0.41,0.1,0.1,0.28,0.28,0.09,0.09,0.06,0.06,0.11,0.11,237943460988.0,237943460988.0,25290671400.0,25290671400.0,56502404466.0,56577404466.0,25795000000.0,25720000000.0,130308444118.0,130308444118.0,688481736466.0,688481736466.0,377236564426.0,377236564426.0,770779140932.0,770779140932.0
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.36,0.36,0.42,0.42,0.14,0.14,0.27,0.27,0.08,0.08,0.06,0.06,0.11,0.11,234987656036.0,234987656036.0,24318666600.0,24318666600.0,59363088216.0,59363088216.0,29005842502.0,29005842502.0,136902573332.0,136902573332.0,692627116693.0,692627116693.0,384787151443.0,384787151443.0,780996047411.0,780996047411.0
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.35,0.35,0.4,0.4,0.12,0.12,0.27,0.27,0.09,0.09,0.06,0.06,0.12,0.12,238075877247.0,238075877247.0,24746037000.0,24746037000.0,58060872966.0,58060872966.0,39871000000.0,39871000000.0,132835186569.0,132835186569.0,693192579282.0,693192579282.0,395467351432.0,395467351432.0,791124452248.0,791124452248.0
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.34,0.34,0.39,0.39,0.1,0.1,0.27,0.27,0.1,0.1,0.07,0.07,0.12,0.12,225517931684.0,225517931684.0,24987379325.0,24987379325.0,59447351250.0,59572351250.0,17712436867.0,17587436867.0,135132249861.0,135132249861.0,731527850692.0,731527850692.0,423050077939.0,423050077939.0,808687638809.0,808687638809.0
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.35,0.35,0.39,0.39,0.09,0.09,0.29,0.29,0.09,0.09,0.06,0.06,0.12,0.12,235664880474.0,235664880474.0,25712128650.0,25712128650.0,68998221348.0,68998221348.0,27740515932.0,27740515932.0,139354776312.0,139354776312.0,661339548249.0,661339548249.0,357346500093.0,357346500093.0,758078285529.0,758078285529.0
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.38,0.38,0.45,0.45,0.1,0.1,0.29,0.29,0.08,0.08,0.05,0.05,0.11,0.11,229791308495.0,229791308495.0,26215821300.0,26215821300.0,65095194551.0,65095194551.0,26252075000.0,26252075000.0,144493244372.0,144493244372.0,650661956157.0,650661956157.0,341508851541.0,341508851541.0,742009225708.0,742009225708.0
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.37,0.37,0.42,0.42,0.09,0.09,0.27,0.27,0.08,0.08,0.05,0.05,0.11,0.11,226500302250.0,226500302250.0,25462608325.0,25462608325.0,60151299250.0,60151299250.0,24853100000.0,24853100000.0,137528096090.0,137528096090.0,657346108686.0,657346108686.0,352859501271.0,352859501271.0,742350507936.0,742350507936.0
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.36,0.36,0.42,0.42,0.08,0.08,0.27,0.27,0.08,0.08,0.05,0.05,0.11,0.11,237649201775.0,237649201775.0,25055112250.0,25055112250.0,62088731500.0,62088731500.0,33303000000.0,33303000000.0,138565077133.0,138565077133.0,661000357378.0,661000357378.0,355122697720.0,355122697720.0,756392088878.0,756392088878.0
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.38,0.38,0.45,0.45,0.08,0.08,0.3,0.3,0.08,0.08,0.05,0.05,0.11,0.11,231304608967.0,231304608967.0,26478294382.0,26478294382.0,72031153500.0,72031153500.0,24190000000.0,24190000000.0,141624195004.0,141624195004.0,660639223907.0,660639223907.0,357453279054.0,357453279054.0,756860377407.0,756860377407.0
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.4,0.4,0.43,0.43,0.11,0.11,0.27,0.27,0.08,0.08,0.05,0.05,0.11,0.11,229499624964.0,229499624964.0,28003547771.0,28003547771.0,64798230500.0,64798230500.0,30473857000.0,30473857000.0,142013444091.0,142013444091.0,662326053751.0,662326053751.0,358081524425.0,358081524425.0,757598141251.0,757598141251.0
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.37,0.37,0.42,0.42,0.09,0.09,0.28,0.28,0.08,0.08,0.05,0.05,0.11,0.11,238849093470.0,238849093470.0,26293372655.0,26293372655.0,62428735250.0,62428735250.0,34662650689.0,34662650689.0,137704304582.0,137704304582.0,665737604019.0,665737604019.0,359982219251.0,359982219251.0,762828989958.0,762828989958.0
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.35,0.35,0.39,0.39,0.09,0.09,0.26,0.26,0.09,0.09,0.06,0.06,0.11,0.11,238117221387.0,238117221387.0,26708234285.0,26708234285.0,64049024500.0,64049024500.0,33538603000.0,33538603000.0,144404942098.0,144404942098.0,673203823649.0,673203823649.0,361561053379.0,361561053379.0,770791451149.0,770791451149.0
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.35,0.35,0.39,0.39,0.09,0.09,0.27,0.27,0.09,0.09,0.06,0.06,0.12,0.12,236140910650.0,236140910650.0,26806280975.0,26806280975.0,65699880250.0,65699880250.0,29718500000.0,29718500000.0,143216541833.0,143216541833.0,671209688451.0,671209688451.0,360464335243.0,360464335243.0,766628068701.0,766628068701.0
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.37,0.37,0.42,0.42,0.11,0.11,0.27,0.27,0.11,0.11,0.08,0.08,0.13,0.13,232201912035.0,232201912035.0,26971444700.0,26971444700.0,61461669000.0,61461669000.0,35012875000.0,35012875000.0,148073198656.0,148073198656.0,684749133205.0,684749133205.0,373977121814.0,373977121814.0,781223677205.0,781223677205.0
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.36,0.36,0.42,0.42,0.11,0.11,0.27,0.27,0.1,0.1,0.07,0.07,0.12,0.12,228488005532.0,228488005532.0,24140068800.0,24140068800.0,57427270250.0,57427270250.0,14707984250.0,14707984250.0,143031532580.0,143031532580.0,723179255620.0,723179255620.0,399654903208.0,399654903208.0,795314510120.0,795314510120.0
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.37,0.37,0.42,0.42,0.1,0.1,0.27,0.27,0.09,0.09,0.07,0.07,0.11,0.11,232181619787.0,232181619787.0,25453017725.0,25453017725.0,56459324250.0,56459324250.0,38476509589.0,38476509589.0,138456831983.0,138456831983.0,718355989323.0,718355989323.0,417200353667.0,417200353667.0,813291823162.0,813291823162.0
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.37,0.37,0.41,0.41,0.12,0.12,0.26,0.26,0.09,0.09,0.07,0.07,0.12,0.12,229510040709.0,229510040709.0,24964620150.0,24964620150.0,57654504750.0,57654504750.0,40498888720.0,40498888720.0,142381688321.0,142381688321.0,713807364204.0,713807364204.0,415104408494.0,415104408494.0,811960757674.0,811960757674.0
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.39,0.39,0.44,0.44,0.12,0.12,0.29,0.29,0.09,0.09,0.07,0.07,0.13,0.13,230230564134.0,230230564134.0,28024610525.0,28024610525.0,70206806250.0,70206806250.0,32921709750.0,32921709750.0,148298390070.0,148298390070.0,713466095712.0,713466095712.0,410041046983.0,410041046983.0,816594611712.0,816594611712.0
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.36,0.36,0.42,0.42,0.14,0.14,0.28,0.28,0.1,0.1,0.07,0.07,0.12,0.12,224577502658.0,224577502658.0,25751117325.0,25751117325.0,62578074865.0,62578074865.0,29501325000.0,29501325000.0,143576915764.0,143576915764.0,692026449364.0,692026449364.0,390200313482.0,390200313482.0,784105849229.0,784105849229.0
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.37,0.37,0.42,0.42,0.14,0.14,0.27,0.27,0.1,0.1,0.07,0.07,0.12,0.12,222490011314.0,222490011314.0,25078189250.0,25078189250.0,58696132276.0,58696132276.0,22628437500.0,22628437500.0,138087647667.0,138087647667.0,692922935181.0,692922935181.0,388591656726.0,388591656726.0,774247504957.0,774247504957.0
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.37,0.37,0.43,0.43,0.11,0.11,0.28,0.28,0.1,0.1,0.07,0.07,0.12,0.12,229794664254.0,229794664254.0,27798780600.0,27798780600.0,60926123750.0,60926123750.0,80593968220.0,80593968220.0,149873028083.0,149873028083.0,675473858456.0,675473858456.0,409527477489.0,409527477489.0,816993950426.0,816993950426.0
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.37,0.37,0.44,0.44,0.13,0.13,0.3,0.3,0.11,0.11,0.08,0.08,0.13,0.13,202187885163.0,202187885163.0,26229365300.0,26229365300.0,63166442117.0,63166442117.0,20541163250.0,20541163250.0,138334937601.0,138334937601.0,702663559893.0,702663559893.0,419618977196.0,419618977196.0,786371165260.0,786371165260.0
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.39,0.39,0.44,0.44,0.14,0.14,0.3,0.3,0.13,0.13,0.1,0.1,0.15,0.15,230632038421.0,230632038421.0,26567592450.0,26567592450.0,64369462122.0,64369462122.0,30167537693.0,30167537693.0,147247548182.0,147247548182.0,730765493234.0,730765493234.0,420855313996.0,420855313996.0,825302493049.0,825302493049.0
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.13,0.39,0.39,0.45,0.45,0.13,0.13,0.29,0.29,0.13,0.13,0.11,0.11,0.15,0.15,234364999193.0,234364999193.0,25505397100.0,25505397100.0,59484457250.0,59484457250.0,26312860500.0,26312860500.0,144674639611.0,144674639611.0,720680139782.0,720680139782.0,401932421628.0,401932421628.0,806477457532.0,806477457532.0
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.4,0.4,0.44,0.44,0.13,0.13,0.29,0.29,0.13,0.13,0.1,0.1,0.15,0.15,230470405795.0,230470405795.0,26800783100.0,26800783100.0,62995408750.0,62995408750.0,44279910500.0,44279910500.0,150359522313.0,150359522313.0,724761401785.0,724761401785.0,424406009827.0,424406009827.0,832036721035.0,832036721035.0
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.4,0.4,0.44,0.44,0.14,0.14,0.3,0.3,0.13,0.13,0.1,0.1,0.15,0.15,219292055879.0,219292055879.0,25879363271.0,25879363271.0,64967439250.0,64967439250.0,15170091250.0,15170091250.0,136483561567.0,136483561567.0,701512063954.0,701512063954.0,399994613737.0,399994613737.0,781649594454.0,781649594454.0
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.4,0.4,0.46,0.46,0.16,0.16,0.32,0.32,0.13,0.13,0.11,0.11,0.16,0.16,221977061046.0,221977061046.0,27672425971.0,27672425971.0,71201006795.0,71201006795.0,24865572000.0,24865572000.0,148638009048.0,148638009048.0,702582432558.0,702582432558.0,400361515288.0,400361515288.0,798649011353.0,798649011353.0
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.41,0.41,0.43,0.43,0.1,0.1,0.3,0.3,0.13,0.13,0.1,0.1,0.15,0.15,226908165245.0,226908165245.0,29189424475.0,29189424475.0,65165802250.0,65165802250.0,74500937500.0,74500937500.0,141566817470.0,141566817470.0,665986578817.0,665986578817.0,407988911377.0,407988911377.0,805653318567.0,805653318567.0
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.42,0.42,0.45,0.45,0.13,0.13,0.29,0.29,0.13,0.13,0.1,0.1,0.15,0.15,221721431041.0,221721431041.0,27751808400.0,27751808400.0,59966411886.0,59966411886.0,19791607500.0,19791607500.0,137769930478.0,137769930478.0,652710409911.0,652710409911.0,345225259378.0,345225259378.0,732468429297.0,732468429297.0
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.42,0.42,0.44,0.44,0.14,0.14,0.3,0.3,0.12,0.12,0.09,0.09,0.15,0.15,223444207949.0,223444207949.0,30212246050.0,30212246050.0,66916382250.0,66916382250.0,42278324521.0,42278324521.0,148757802486.0,148757802486.0,665805467978.0,665805467978.0,372585918264.0,372585918264.0,775000174749.0,775000174749.0
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.41,0.41,0.44,0.44,0.17,0.17,0.3,0.3,0.13,0.13,0.1,0.1,0.16,0.16,209678487538.0,209678487538.0,27701834450.0,27701834450.0,63757946250.0,63757946250.0,8832804000.0,8832804000.0,140268641149.0,140268641149.0,660169853715.0,660169853715.0,355111640828.0,355111640828.0,732760603965.0,732760603965.0
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.41,0.41,0.43,0.43,0.15,0.15,0.3,0.3,0.13,0.13,0.1,0.1,0.16,0.16,219082873939.0,219082873939.0,30870162100.0,30870162100.0,71331851892.0,71331851892.0,18464511601.0,18464511601.0,148281661249.0,148281661249.0,658199204341.0,658199204341.0,349760870546.0,349760870546.0,747995567834.0,747995567834.0
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.39,0.39,0.43,0.43,0.09,0.09,0.29,0.29,0.12,0.12,0.09,0.09,0.15,0.15,219207909197.0,219207909197.0,30405818100.0,30405818100.0,66490957250.0,66490957250.0,74525697500.0,74525697500.0,144684777718.0,144684777718.0,613108935418.0,613108935418.0,359827085153.0,359827085153.0,754125590168.0,754125590168.0
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.4,0.4,0.43,0.43,0.12,0.12,0.28,0.28,0.12,0.12,0.09,0.09,0.15,0.15,222674903777.0,222674903777.0,27850413725.0,27850413725.0,62872003250.0,62872003250.0,20576743750.0,20576743750.0,139166766501.0,139166766501.0,608113409625.0,608113409625.0,301870072622.0,301870072622.0,691562156625.0,691562156625.0
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.41,0.41,0.44,0.44,0.11,0.11,0.3,0.3,0.12,0.12,0.09,0.09,0.15,0.15,229606254650.0,229606254650.0,29535231450.0,29535231450.0,68842921250.0,68842921250.0,39724697902.0,39724697902.0,147568916143.0,147568916143.0,607251448096.0,607251448096.0,309108665005.0,309108665005.0,715819067248.0,715819067248.0
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.41,0.41,0.45,0.45,0.14,0.14,0.3,0.3,0.13,0.13,0.09,0.09,0.16,0.16,216484549209.0,216484549209.0,28990374900.0,28990374900.0,65176831250.0,65176831250.0,14201310500.0,14201310500.0,149880764875.0,149880764875.0,628212246518.0,628212246518.0,312234699284.0,312234699284.0,707590388268.0,707590388268.0
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.44,0.44,0.47,0.47,0.14,0.14,0.34,0.34,0.13,0.13,0.09,0.09,0.16,0.16,225905128052.0,225905128052.0,31538357600.0,31538357600.0,80081926000.0,80081926000.0,17723446431.0,17723446431.0,148485575319.0,148485575319.0,626287883013.0,626287883013.0,318164194473.0,318164194473.0,724093255444.0,724093255444.0
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.42,0.42,0.44,0.44,0.11,0.11,0.31,0.31,0.12,0.12,0.09,0.09,0.15,0.15,218667760860.0,218667760860.0,29308338550.0,29308338550.0,69595549375.0,69595549375.0,74197047000.0,74197047000.0,143044153692.0,143044153692.0,599491688051.0,599491688051.0,352264031324.0,352264031324.0,743284284426.0,743284284426.0
